Drug_Pair_CUIs,Interaction_Class
C0059668_C0210657,0
C0213771_C0919273,0
C0919273_C0213771,0
C0030840_C4256073,0
C0030840_C3818721,0
C4256073_C0030840,0
C4256073_C3818721,0
C3818721_C0030840,0
C3818721_C4256073,0
C1999375_C0297960,0
C0297960_C1999375,0
C0123931_C0044971,2
C0044971_C0123931,0
C0028157_C0740138,0
C0028157_C0210657,0
C0740138_C0028157,0
C0740138_C0210657,0
C0210657_C0028157,0
C0210657_C0740138,0
C0053336_C0964264,0
C0964264_C0053336,0
C0144576_C0678133,0
C0144576_C0676831,0
C0678133_C0144576,0
C0678133_C0676831,0
C0676831_C0144576,1
C0676831_C0678133,1
C0297960_C0063041,0
C0063041_C0297960,0
C0717758_C2974289,5
C2974289_C0717758,0
C0033223_C0762659,0
C0762659_C0033223,0
C0123931_C0008024,0
C0123931_C0085994,0
C0008024_C0123931,0
C0008024_C0085994,0
C0085994_C0123931,0
C0085994_C0008024,0
C2987716_C0297960,0
C0297960_C2987716,0
C1958569_C2698290,0
C1958569_C2698291,0
C1958569_C0297960,0
C2698290_C1958569,0
C2698290_C2698291,0
C2698290_C0297960,0
C2698291_C1958569,0
C2698291_C2698290,0
C2698291_C0297960,0
C0297960_C1958569,0
C0297960_C2698290,0
C0297960_C2698291,0
C0005100_C0123931,0
C0025872_C0964264,0
C0964264_C0025872,0
C0008161_C1135129,0
C1135129_C0008161,0
C0754188_C0964264,0
C0964264_C0754188,0
C0031935_C0297960,4
C0297960_C0031935,0
C0012702_C1142934,0
C1142934_C0012702,0
C1135129_C1142934,0
C1142934_C1135129,0
C0015020_C3537278,0
C0015020_C0132326,0
C3537278_C0015020,0
C3537278_C0132326,0
C0132326_C0015020,0
C0132326_C3537278,0
C0065879_C0297960,0
C0297960_C0065879,0
C2931926_C0297960,0
C0297960_C2931926,4
C0008992_C0762659,0
C0762659_C0008992,0
C0054173_C0762659,0
C0762659_C0054173,0
C2935840_C1142934,0
C1142934_C2935840,0
C0030040_C1698364,0
C1698364_C0030040,0
C0102118_C0771311,0
C0102118_C1135132,0
C0771311_C0102118,0
C0771311_C1135132,0
C1135132_C0102118,0
C1135132_C0771311,0
C1134659_C3485619,0
C1134659_C0297960,0
C3485619_C1134659,0
C3485619_C0297960,0
C0297960_C1134659,0
C0297960_C3485619,0
C0040987_C0297960,0
C0297960_C0040987,0
C0031957_C1135129,0
C1135129_C0031957,0
C1135174_C1955822,0
C1955822_C1135174,0
C0030040_C1135132,0
C1135132_C0030040,0
C1506770_C0913469,0
C0913469_C1506770,0
C1718383_C0297960,0
C0297960_C1718383,0
C0031957_C2935840,0
C2935840_C0031957,0
C0765273_C2987648,0
C2987648_C0765273,0
C0093999_C0031955,0
C0093999_C1882383,0
C0031955_C0093999,3
C0031955_C1882383,0
C1882383_C0093999,3
C1882383_C0031955,0
C0040610_C1698364,0
C1698364_C0040610,0
C0765273_C2697961,0
C2697961_C0765273,0
C0879427_C3853921,0
C3853921_C0879427,0
C0040610_C1135132,0
C1135132_C0040610,0
C2826110_C0762659,0
C0762659_C2826110,0
C0000503_C0673093,0
C0000503_C1135129,0
C0673093_C0000503,0
C0673093_C1135129,0
C1135129_C0000503,0
C1135129_C0673093,0
C0000503_C0673093,0
C0000503_C2935840,0
C0673093_C0000503,0
C0673093_C2935840,0
C2935840_C0000503,0
C2935840_C0673093,0
C0055729_C1741817,0
C1741817_C0055729,0
C0015020_C3537278,0
C0015020_C1881068,0
C3537278_C0015020,0
C3537278_C1881068,0
C1881068_C0015020,0
C1881068_C3537278,0
C2980094_C0297960,0
C0297960_C2980094,4
C2930490_C0297960,0
C0297960_C2930490,0
C0246415_C0771375,0
C0246415_C0913469,0
C0771375_C0246415,0
C0771375_C0913469,0
C0913469_C0246415,0
C0913469_C0771375,0
C1120386_C2987648,0
C2987648_C1120386,0
C0022154_C0919273,0
C0919273_C0022154,0
C0002555_C0919273,0
C0919273_C0002555,0
C0002555_C1328134,0
C1328134_C0002555,0
C1506770_C0127615,0
C1506770_C0253787,0
C0127615_C1506770,0
C0127615_C0253787,0
C0253787_C1506770,0
C0253787_C0127615,0
C0093999_C0029997,0
C0029997_C0093999,3
C0765273_C0058218,1
C0058218_C0765273,0
C0016280_C0762659,0
C0762659_C0016280,0
C0015020_C3537278,0
C0015020_C0015837,0
C3537278_C0015020,0
C3537278_C0015837,0
C0015837_C0015020,0
C0015837_C3537278,0
C0093999_C0132326,0
C0132326_C0093999,0
C1135174_C0038880,0
C0038880_C1135174,0
C0022487_C0022489,0
C0022487_C0281603,0
C0022489_C0022487,0
C0022489_C0281603,0
C0281603_C0022487,0
C0281603_C0022489,0
C1741817_C0031923,0
C0031923_C1741817,0
C0532362_C0059668,0
C0059668_C0532362,0
C0030095_C1135132,0
C1135132_C0030095,0
C0030095_C1698364,0
C1698364_C0030095,0
C0245109_C1698364,0
C1698364_C0245109,0
C0020823_C0972314,4
C0972314_C0020823,0
C1620287_C0297960,0
C0297960_C1620287,0
C1699926_C0297960,0
C0297960_C1699926,0
C2974289_C0297960,0
C0297960_C2974289,4
C0246415_C0771375,0
C0246415_C0127615,0
C0246415_C0253787,0
C0771375_C0246415,0
C0771375_C0127615,0
C0771375_C0253787,0
C0127615_C0246415,0
C0127615_C0771375,0
C0127615_C0253787,0
C0253787_C0246415,0
C0253787_C0771375,0
C0253787_C0127615,0
C0288792_C2352806,0
C2352806_C0288792,0
C0015020_C3537278,0
C0015020_C0031955,0
C0015020_C1882383,0
C3537278_C0015020,0
C3537278_C0031955,0
C3537278_C1882383,0
C0031955_C0015020,0
C0031955_C3537278,0
C0031955_C1882383,0
C1882383_C0015020,0
C1882383_C3537278,0
C1882383_C0031955,0
C0002699_C0591085,0
C0002699_C0919273,0
C0591085_C0002699,0
C0591085_C0919273,0
C0919273_C0002699,0
C0919273_C0591085,0
C0002699_C0591085,0
C0002699_C1328134,0
C0591085_C0002699,0
C0591085_C1328134,0
C1328134_C0002699,0
C1328134_C0591085,0
C0908935_C1831919,0
C1831919_C0908935,0
C0717758_C2930490,5
C0717758_C2930490,5
C2930490_C0717758,0
C3853921_C0036078,0
C3853921_C4255898,0
C0036078_C3853921,3
C0036078_C4255898,0
C4255898_C3853921,3
C4255898_C0036078,0
C2987648_C0002645,0
C2987648_C2828282,0
C0002645_C2987648,0
C0002645_C2828282,0
C2828282_C2987648,0
C2828282_C0002645,0
C3181682_C0297960,0
C0297960_C3181682,0
C1831905_C0297960,0
C0297960_C1831905,0
C0012133_C0919273,0
C0919273_C0012133,0
C0012133_C1328134,0
C1328134_C0012133,0
C1176308_C0297960,0
C0297960_C1176308,4
C0020823_C0029997,0
C0029997_C0020823,3
C2973446_C0297960,0
C0297960_C2973446,4
C2350866_C0297960,0
C0297960_C2350866,0
C0245109_C1135132,5
C1135132_C0245109,0
C0014704_C0281603,0
C0281603_C0014704,0
C0972314_C0015133,0
C0015133_C0972314,4
C0879427_C1122962,0
C1122962_C0879427,0
C0025643_C0281603,0
C0281603_C0025643,0
C0038418_C1135135,0
C1135135_C0038418,0
C0021734_C4256158,0
C0021734_C0146224,1
C4256158_C0021734,0
C4256158_C0146224,1
C0146224_C0021734,0
C0146224_C4256158,0
C0049065_C1122962,0
C1122962_C0049065,0
C0055723_C0886706,0
C0055723_C3658706,0
C0886706_C0055723,0
C0886706_C3658706,0
C3658706_C0055723,0
C3658706_C0886706,0
C2352806_C2935436,0
C2352806_C3643461,0
C2935436_C2352806,1
C2935436_C3643461,0
C3643461_C2352806,1
C3643461_C2935436,0
C0136123_C1135174,0
C1135174_C0136123,0
C0378482_C0650237,0
C0378482_C1142934,0
C0650237_C0378482,0
C0650237_C1142934,0
C1142934_C0378482,0
C1142934_C0650237,0
C0532362_C2347999,0
C2347999_C0532362,0
C0379199_C0379200,0
C0379199_C1142934,0
C0379200_C0379199,0
C0379200_C1142934,0
C1142934_C0379199,0
C1142934_C0379200,0
C1832030_C2987643,0
C1832030_C1698364,0
C2987643_C1832030,0
C2987643_C1698364,0
C1698364_C1832030,0
C1698364_C2987643,0
C0254119_C0982234,0
C0254119_C1135129,0
C0982234_C0254119,0
C0982234_C1135129,0
C1135129_C0254119,0
C1135129_C0982234,0
C0144576_C0678133,0
C0144576_C0025893,0
C0678133_C0144576,0
C0678133_C0025893,0
C0025893_C0144576,0
C0025893_C0678133,0
C0003596_C0919273,0
C0919273_C0003596,0
C0008161_C1831919,0
C1831919_C0008161,0
C0006405_C0297960,0
C0297960_C0006405,0
C0003596_C1328134,0
C1328134_C0003596,0
C1506770_C0003993,0
C1506770_C1269691,0
C0003993_C1506770,0
C0003993_C1269691,0
C1269691_C1506770,0
C1269691_C0003993,0
C0033493_C0146224,0
C0146224_C0033493,0
C0037982_C0762659,0
C0762659_C0037982,0
C0145185_C0025677,0
C0025677_C0145185,0
C0025611_C0805891,0
C0025611_C2930490,0
C0805891_C0025611,0
C0805891_C2930490,0
C2930490_C0025611,0
C2930490_C0805891,0
C0027396_C4255899,0
C0027396_C0146224,3
C4255899_C0027396,0
C4255899_C0146224,3
C0146224_C0027396,0
C0146224_C4255899,0
C0065864_C0210657,3
C0210657_C0065864,0
C0040193_C0015133,0
C0015133_C0040193,0
C0025029_C1135132,0
C1135132_C0025029,0
C0006949_C0297960,2
C0297960_C0006949,0
C0025643_C0015133,0
C0015133_C0025643,0
C0025029_C1698364,0
C1698364_C0025029,0
C0030840_C4256073,0
C0030840_C0210657,0
C4256073_C0030840,0
C4256073_C0210657,0
C0210657_C0030840,0
C0210657_C4256073,0
C1506770_C0025893,0
C0025893_C1506770,0
C0015020_C3537278,0
C0015020_C0059682,0
C3537278_C0015020,0
C3537278_C0059682,0
C0059682_C0015020,0
C0059682_C3537278,0
C0964264_C0033228,0
C0033228_C0964264,0
C0048470_C0762659,0
C0762659_C0048470,0
C0037982_C2930490,0
C2930490_C0037982,0
C0209210_C1135174,0
C1135174_C0209210,0
C0765273_C1958569,0
C0765273_C2698290,0
C0765273_C2698291,0
C1958569_C0765273,0
C1958569_C2698290,0
C1958569_C2698291,0
C2698290_C0765273,0
C2698290_C1958569,0
C2698290_C2698291,0
C2698291_C0765273,0
C2698291_C1958569,0
C2698291_C2698290,0
C0040341_C1328134,0
C1328134_C0040341,0
C0907349_C1122962,0
C1122962_C0907349,0
C0040341_C0919273,0
C0919273_C0040341,0
C0254119_C0982234,0
C0254119_C2935840,0
C0982234_C0254119,0
C0982234_C2935840,0
C2935840_C0254119,0
C2935840_C0982234,0
C0246415_C0771375,0
C0246415_C0025893,0
C0771375_C0246415,0
C0771375_C0025893,0
C0025893_C0246415,0
C0025893_C0771375,0
C0034417_C3658706,0
C3658706_C0034417,0
C1566537_C1122962,0
C1122962_C1566537,0
C0025684_C0740123,0
C0025684_C2987648,0
C0740123_C0025684,0
C0740123_C2987648,0
C2987648_C0025684,0
C2987648_C0740123,0
C0025270_C0762659,0
C0762659_C0025270,0
C1176306_C1135129,0
C1135129_C1176306,0
C0165631_C0297960,0
C0297960_C0165631,0
C1176306_C2935840,0
C2935840_C1176306,0
C0063469_C1698364,0
C1698364_C0063469,0
C0030557_C3853921,0
C3853921_C0030557,0
C2987648_C0297960,0
C0297960_C2987648,0
C2697961_C0297960,0
C0297960_C2697961,0
C0765273_C2001856,1
C2001856_C0765273,0
C3467876_C0297960,0
C0297960_C3467876,4
C0016280_C2974289,0
C2974289_C0016280,0
C2347624_C0297960,0
C0297960_C2347624,4
C0002575_C1257689,0
C0002575_C1122962,0
C1257689_C0002575,0
C1257689_C1122962,0
C1122962_C0002575,0
C1122962_C1257689,0
C0025270_C2930490,0
C2930490_C0025270,0
C0054201_C1122962,0
C1122962_C0054201,5
C0078257_C1142934,0
C1142934_C0078257,0
C2352806_C0286651,0
C0286651_C2352806,0
C0765273_C1134659,0
C0765273_C3485619,0
C1134659_C0765273,0
C1134659_C3485619,0
C3485619_C0765273,0
C3485619_C1134659,0
C0054201_C2930490,0
C2930490_C0054201,0
C0025611_C0805891,0
C0025611_C2974289,0
C0805891_C0025611,0
C0805891_C2974289,0
C2974289_C0025611,0
C2974289_C0805891,0
C0245514_C2930490,0
C2930490_C0245514,0
C0144576_C0678133,0
C0144576_C0972314,4
C0678133_C0144576,0
C0678133_C0972314,4
C0972314_C0144576,0
C0972314_C0678133,0
C0021758_C1701589,0
C0021758_C3486572,0
C0021758_C1328134,0
C1701589_C0021758,0
C1701589_C3486572,0
C1701589_C1328134,0
C3486572_C0021758,0
C3486572_C1701589,0
C3486572_C1328134,0
C1328134_C0021758,0
C1328134_C1701589,0
C1328134_C3486572,0
C0015020_C3537278,0
C0015020_C3886731,0
C3537278_C0015020,0
C3537278_C3886731,0
C3886731_C0015020,0
C3886731_C3537278,0
C0965941_C1328134,0
C1328134_C0965941,0
C0120726_C1122962,0
C1122962_C0120726,2
C0290883_C1122962,0
C1122962_C0290883,0
C0060389_C1122962,0
C1122962_C0060389,2
C0015020_C3537278,0
C0015020_C0039416,0
C0015020_C3505293,0
C0015020_C3652586,0
C3537278_C0015020,0
C3537278_C0039416,0
C3537278_C3505293,0
C3537278_C3652586,0
C0039416_C0015020,0
C0039416_C3537278,0
C0039416_C3505293,0
C0039416_C3652586,0
C3505293_C0015020,0
C3505293_C3537278,0
C3505293_C0039416,0
C3505293_C3652586,0
C3652586_C0015020,0
C3652586_C3537278,0
C3652586_C0039416,0
C3652586_C3505293,0
C0078257_C0046319,0
C0046319_C0078257,0
C0035527_C1142934,0
C1142934_C0035527,0
C0012265_C1328134,0
C1328134_C0012265,0
C0907349_C1328134,0
C1328134_C0907349,0
C0039663_C0281603,0
C0281603_C0039663,0
C0765273_C1831905,2
C1831905_C0765273,0
C0762659_C0033126,0
C0033126_C0762659,0
C0245514_C0762659,0
C0762659_C0245514,0
C0072916_C1142934,0
C1142934_C0072916,0
C0022154_C1122962,0
C1122962_C0022154,0
C2352806_C0077275,0
C0077275_C2352806,0
C0057231_C1122962,0
C1122962_C0057231,0
C0015020_C3537278,0
C0015020_C0062705,0
C3537278_C0015020,0
C3537278_C0062705,0
C0062705_C0015020,0
C0062705_C3537278,0
C1831919_C1142934,0
C1142934_C1831919,0
C0908935_C0964264,0
C0964264_C0908935,0
C0048306_C0297960,0
C0297960_C0048306,0
C2930490_C0033126,0
C0033126_C2930490,5
C0144576_C0678133,0
C0144576_C0040193,0
C0678133_C0144576,0
C0678133_C0040193,0
C0040193_C0144576,0
C0040193_C0678133,0
C2987417_C0297960,0
C0297960_C2987417,4
C0085176_C2352806,0
C2352806_C0085176,0
C1741817_C0022625,0
C1741817_C4255812,0
C0022625_C1741817,0
C0022625_C4255812,0
C4255812_C1741817,0
C4255812_C0022625,0
C0058218_C0297960,0
C0297960_C0058218,0
C0015020_C3537278,0
C0015020_C0137996,0
C3537278_C0015020,0
C3537278_C0137996,0
C0137996_C0015020,0
C0137996_C3537278,0
C0144576_C0678133,0
C0144576_C0025643,0
C0678133_C0144576,0
C0678133_C0025643,0
C0025643_C0144576,0
C0025643_C0678133,0
C0015020_C3537278,0
C0015020_C0004886,0
C3537278_C0015020,0
C3537278_C0004886,0
C0004886_C0015020,0
C0004886_C3537278,0
C0048470_C2930490,0
C2930490_C0048470,0
C0019588_C1142934,0
C1142934_C0019588,0
C0065864_C3658706,0
C3658706_C0065864,0
C1506770_C0676831,0
C0676831_C1506770,0
C3853921_C0076612,0
C0076612_C3853921,0
C1142934_C0663655,0
C0663655_C1142934,0
C0030771_C1135132,0
C1135132_C0030771,0
C0030771_C1698364,0
C1698364_C0030771,0
C0765273_C1327841,0
C1327841_C0765273,0
C0093999_C0006400,0
C0393022_C0532362,0
C0532362_C0393022,0
C0013136_C3658706,0
C3658706_C0013136,0
C2352806_C1872203,0
C1872203_C2352806,0
C0765273_C0762659,0
C0762659_C0765273,0
C0093999_C0298067,0
C0298067_C0093999,0
C0020823_C0032334,0
C0032334_C0020823,0
C3853921_C0209211,0
C0209211_C3853921,2
C0393080_C3658706,0
C3658706_C0393080,0
C0995188_C0919273,0
C0919273_C0995188,0
C0015620_C0919273,0
C0919273_C0015620,0
C1176306_C1831919,0
C1831919_C1176306,0
C0054827_C1741817,0
C1741817_C0054827,0
C0015620_C1328134,0
C1328134_C0015620,0
C0014921_C3658706,0
C3658706_C0014921,0
C0043031_C4292380,0
C0043031_C1698364,0
C4292380_C0043031,0
C4292380_C1698364,0
C1698364_C0043031,0
C1698364_C4292380,0
C0059682_C0532362,0
C0532362_C0059682,0
C0034417_C0210657,2
C0210657_C0034417,0
C0043031_C4292380,0
C0043031_C1135132,5
C4292380_C0043031,0
C4292380_C1135132,5
C1135132_C0043031,0
C1135132_C4292380,0
C0054201_C0762659,0
C0762659_C0054201,0
C0120107_C0297960,0
C0297960_C0120107,0
C0378466_C3658706,0
C3658706_C0378466,0
C3658706_C0081408,0
C3658706_C4255945,0
C0081408_C3658706,0
C0081408_C4255945,0
C4255945_C3658706,0
C4255945_C0081408,0
C0115471_C0297960,0
C0297960_C0115471,0
C0015020_C3537278,0
C0015020_C0028741,0
C3537278_C0015020,0
C3537278_C0028741,0
C0028741_C0015020,0
C0028741_C3537278,0
C0023972_C0532362,0
C0532362_C0023972,0
C0252643_C2825457,0
C0252643_C1135129,0
C2825457_C0252643,0
C2825457_C1135129,0
C1135129_C0252643,0
C1135129_C2825457,0
C0006233_C0025677,0
C0025677_C0006233,0
C0765273_C0002260,0
C0002260_C0765273,0
C0093999_C1176020,0
C1176020_C0093999,0
C0015020_C3537278,0
C0015020_C0162680,0
C0015020_C1337333,0
C3537278_C0015020,0
C3537278_C0162680,0
C3537278_C1337333,0
C0162680_C0015020,0
C0162680_C3537278,0
C0162680_C1337333,0
C1337333_C0015020,0
C1337333_C3537278,0
C1337333_C0162680,0
C0093999_C0050559,0
C0050559_C0093999,0
C0030863_C1135132,0
C1135132_C0030863,0
C0886584_C0919273,0
C0919273_C0886584,0
C0093999_C0032334,0
C0032334_C0093999,0
C0056331_C1328134,0
C1328134_C0056331,0
C0028214_C0532362,0
C0532362_C0028214,0
C0002026_C0281603,0
C0281603_C0002026,0
C0765273_C2930490,0
C2930490_C0765273,0
C0030863_C1698364,0
C1698364_C0030863,0
C0886584_C1328134,0
C1328134_C0886584,0
C0051696_C2352806,0
C2352806_C0051696,0
C0008947_C2352806,0
C2352806_C0008947,0
C0093999_C1948068,0
C1948068_C0093999,0
C0093999_C0028741,0
C0028741_C0093999,0
C0093999_C0002860,0
C0002860_C0093999,0
C0093999_C0021186,0
C0021186_C0093999,3
C0013136_C0210657,0
C0210657_C0013136,0
C1098262_C1142934,0
C1142934_C1098262,0
C0093999_C0017887,0
C0093999_C4255956,0
C0017887_C0093999,0
C0017887_C4255956,0
C4255956_C0093999,0
C4255956_C0017887,0
C2975395_C1698364,0
C1698364_C2975395,0
C0039601_C1515405,0
C0039601_C2352806,0
C1515405_C0039601,0
C1515405_C2352806,0
C2352806_C0039601,0
C2352806_C1515405,0
C0020823_C0028741,0
C0028741_C0020823,0
C0065517_C0919273,0
C0919273_C0065517,0
C0076612_C0146224,0
C0146224_C0076612,0
C1098262_C0146224,0
C0146224_C1098262,0
C1881068_C0532362,0
C0532362_C1881068,0
C2352806_C0036071,0
C2352806_C2003191,0
C0036071_C2352806,0
C0036071_C2003191,0
C2003191_C2352806,0
C2003191_C0036071,0
C0008838_C0046319,0
C0046319_C0008838,0
C0092801_C3658706,0
C3658706_C0092801,0
C1831919_C0031923,0
C0031923_C1831919,0
C0093999_C0040987,0
C0040987_C0093999,3
C2987648_C0064079,0
C0064079_C2987648,0
C0000956_C1142934,0
C1142934_C0000956,0
C0045093_C0040864,1
C0040864_C0045093,0
C0093999_C0076612,0
C0076612_C0093999,0
C0015020_C3537278,0
C0015020_C0060657,0
C3537278_C0015020,0
C3537278_C0060657,0
C0060657_C0015020,0
C0060657_C3537278,0
C0393080_C2352806,0
C2352806_C0393080,0
C0093999_C0020402,0
C0093999_C0591617,0
C0020402_C0093999,0
C0020402_C0591617,0
C0591617_C0093999,0
C0591617_C0020402,0
C0015020_C3537278,0
C0015020_C0036079,0
C3537278_C0015020,0
C3537278_C0036079,0
C0036079_C0015020,0
C0036079_C3537278,0
C0001268_C2930490,0
C2930490_C0001268,0
C0045093_C0037209,3
C0037209_C0045093,0
C0243902_C1328134,0
C1328134_C0243902,0
C0025872_C1831919,0
C1831919_C0025872,0
C0796545_C0281603,0
C0281603_C0796545,0
C2930490_C0079594,0
C0079594_C2930490,0
C0045093_C0006491,0
C0006491_C0045093,0
C0045093_C0140575,0
C0140575_C0045093,0
C0045093_C0011276,0
C0011276_C0045093,0
C3853921_C0070620,0
C0070620_C3853921,0
C0015020_C3537278,0
C0015020_C0020402,0
C0015020_C0591617,0
C3537278_C0015020,0
C3537278_C0020402,0
C3537278_C0591617,0
C0020402_C0015020,0
C0020402_C3537278,0
C0020402_C0591617,0
C0591617_C0015020,0
C0591617_C3537278,0
C0591617_C0020402,0
C0052585_C0281603,0
C0281603_C0052585,0
C0045093_C0663241,1
C0663241_C0045093,0
C0045093_C0038792,3
C0038792_C0045093,0
C0039644_C3710841,0
C0039644_C4255917,0
C0039644_C4255918,0
C0039644_C2352806,0
C3710841_C0039644,0
C3710841_C4255917,0
C3710841_C4255918,0
C3710841_C2352806,0
C4255917_C0039644,0
C4255917_C3710841,0
C4255917_C4255918,0
C4255917_C2352806,0
C4255918_C0039644,0
C4255918_C3710841,0
C4255918_C4255917,0
C4255918_C2352806,0
C2352806_C0039644,0
C2352806_C3710841,0
C2352806_C4255917,0
C2352806_C4255918,0
C0163159_C1328134,0
C1328134_C0163159,0
C0022209_C3851115,0
C0022209_C2987648,0
C3851115_C0022209,0
C3851115_C2987648,0
C2987648_C0022209,0
C2987648_C3851115,0
C1328025_C1434409,0
C1328025_C1456449,0
C1328025_C0297960,0
C1434409_C1328025,0
C1434409_C1456449,0
C1434409_C0297960,0
C1456449_C1328025,0
C1456449_C1434409,0
C1456449_C0297960,0
C0297960_C1328025,0
C0297960_C1434409,0
C0297960_C1456449,0
C3853921_C0076799,0
C0076799_C3853921,0
C0008296_C1831919,0
C1831919_C0008296,0
C0093999_C0060657,0
C0060657_C0093999,0
C0026549_C3658706,0
C3658706_C0026549,0
C0031441_C1698364,0
C1698364_C0031441,0
C0069717_C0281603,0
C0281603_C0069717,0
C0042313_C0146224,3
C0146224_C0042313,0
C1098320_C1135129,0
C1135129_C1098320,0
C0246415_C0771375,0
C0246415_C2700602,0
C0771375_C0246415,0
C0771375_C2700602,0
C2700602_C0246415,0
C2700602_C0771375,0
C0008287_C1328134,0
C1328134_C0008287,0
C0015020_C3537278,0
C0015020_C0032911,0
C3537278_C0015020,0
C3537278_C0032911,0
C0032911_C0015020,0
C0032911_C3537278,0
C1098320_C2935840,0
C2935840_C1098320,0
C0008287_C0919273,0
C0919273_C0008287,0
C0031441_C1135132,0
C1135132_C0031441,0
C0030896_C0733530,0
C0030896_C0532362,0
C0733530_C0030896,0
C0733530_C0532362,0
C0532362_C0030896,0
C0532362_C0733530,0
C0040636_C0040778,0
C0040636_C1741817,0
C0040778_C0040636,0
C0040778_C1741817,0
C1741817_C0040636,0
C1741817_C0040778,0
C3853921_C0385603,0
C3853921_C1609686,0
C0385603_C3853921,0
C0385603_C1609686,0
C1609686_C3853921,0
C1609686_C0385603,0
C0003420_C2352806,0
C2352806_C0003420,0
C0762659_C0079594,0
C0079594_C0762659,0
C0015020_C3537278,0
C0015020_C0040987,0
C3537278_C0015020,0
C3537278_C0040987,0
C0040987_C0015020,0
C0040987_C3537278,0
C0020823_C0060657,0
C0060657_C0020823,2
C0093999_C1718383,0
C1718383_C0093999,0
C0093999_C0388976,0
C0093999_C1311070,0
C0388976_C0093999,0
C0388976_C1311070,0
C1311070_C0093999,0
C1311070_C0388976,0
C0055856_C0620902,0
C0055856_C2352806,0
C0620902_C0055856,0
C0620902_C2352806,0
C2352806_C0055856,0
C2352806_C0620902,0
C0218633_C1698364,0
C1698364_C0218633,0
C0052416_C4316929,0
C0052416_C0762659,0
C4316929_C0052416,0
C4316929_C0762659,0
C0762659_C0052416,0
C0762659_C4316929,0
C0014277_C0594647,0
C0014277_C4256131,0
C0014277_C2935840,0
C0594647_C0014277,0
C0594647_C4256131,0
C0594647_C2935840,0
C4256131_C0014277,0
C4256131_C0594647,0
C4256131_C2935840,0
C2935840_C0014277,0
C2935840_C0594647,0
C2935840_C4256131,0
C0120107_C0964264,0
C0964264_C0120107,0
C0014277_C0594647,0
C0014277_C4256131,0
C0014277_C1135129,0
C0594647_C0014277,0
C0594647_C4256131,0
C0594647_C1135129,0
C4256131_C0014277,0
C4256131_C0594647,0
C4256131_C1135129,0
C1135129_C0014277,0
C1135129_C0594647,0
C1135129_C4256131,0
C2987648_C0059985,0
C0059985_C2987648,0
C0078839_C1741817,0
C1741817_C0078839,0
C0093999_C0032911,0
C0032911_C0093999,0
C0214192_C1698364,0
C1698364_C0214192,0
C0145185_C0210657,0
C0210657_C0145185,0
C0246904_C0532362,0
C0532362_C0246904,0
C0093999_C0036079,0
C0036079_C0093999,3
C0038675_C2930490,0
C2930490_C0038675,0
C0038418_C1142934,0
C1142934_C0038418,0
C0246330_C3818721,0
C3818721_C0246330,0
C0002499_C1135174,0
C1135174_C0002499,0
C0071568_C0015133,1
C0015133_C0071568,0
C0092801_C3818721,0
C3818721_C0092801,0
C0026549_C0210657,0
C0210657_C0026549,0
C0025153_C0297960,0
C0297960_C0025153,0
C3658706_C0288792,0
C0288792_C3658706,0
C0016343_C3495433,0
C0016343_C1135135,0
C3495433_C0016343,0
C3495433_C1135135,0
C1135135_C0016343,0
C1135135_C3495433,0
C1516119_C1135174,0
C1135174_C1516119,0
C0762659_C0011082,0
C0011082_C0762659,0
C0038742_C1142934,0
C1142934_C0038742,0
C1506770_C0065374,0
C1506770_C2827257,0
C0065374_C1506770,0
C0065374_C2827257,0
C2827257_C1506770,0
C2827257_C0065374,0
C0001268_C2974289,0
C2974289_C0001268,0
C0071568_C0123931,1
C0123931_C0071568,0
C0528023_C0297960,0
C0297960_C0528023,0
C0085379_C0281603,0
C0281603_C0085379,0
C0028157_C0740138,0
C0028157_C2352806,0
C0740138_C0028157,0
C0740138_C2352806,0
C2352806_C0028157,0
C2352806_C0740138,0
C0012022_C1831919,0
C1831919_C0012022,0
C0246330_C3658706,0
C3658706_C0246330,0
C0045093_C0297001,0
C0297001_C0045093,0
C0065506_C0210657,0
C0210657_C0065506,0
C0025872_C2935840,0
C2935840_C0025872,0
C0025872_C1135129,0
C1135129_C0025872,0
C3853921_C0051733,0
C0051733_C3853921,0
C0537270_C1815806,0
C0537270_C2352806,0
C1815806_C0537270,0
C1815806_C2352806,0
C2352806_C0537270,0
C2352806_C1815806,0
C0209227_C1135174,0
C1135174_C0209227,0
C0045093_C0146011,0
C0146011_C0045093,0
C0677667_C0078257,1
C0078257_C0677667,0
C0093999_C0065879,0
C0065879_C0093999,3
C1506770_C0051821,0
C0051821_C1506770,0
C0672708_C0078257,0
C0078257_C0672708,1
C0002333_C0123931,2
C0123931_C0002333,0
C1328025_C1434409,0
C1328025_C1456449,0
C1328025_C1741817,0
C1434409_C1328025,0
C1434409_C1456449,0
C1434409_C1741817,0
C1456449_C1328025,0
C1456449_C1434409,0
C1456449_C1741817,0
C1741817_C1328025,1
C1741817_C1434409,1
C1741817_C1456449,1
C2606556_C0297960,0
C0297960_C2606556,0
C0022154_C0964264,0
C0964264_C0022154,0
C0053336_C0532362,0
C0532362_C0053336,0
C0532362_C0063041,0
C0063041_C0532362,0
C0002333_C0015133,2
C0015133_C0002333,0
C2935840_C0031923,0
C0031923_C2935840,0
C0015020_C3537278,0
C0015020_C0065879,0
C3537278_C0015020,0
C3537278_C0065879,0
